"Month","Total_Premiums","Total_Recoveries","Total_FinReIncome","Total_FinReRepayment","Total_RiskReinsuranceRecoveries","Total_RiskReinsurancePremiums"
450,0,13410.4672776883,0,110139.760533835,13410.4672776883,0
451,0,13283.009625013,0,109242.362458212,13283.009625013,0
452,0,12965.5691961677,0,108423.514127643,12965.5691961677,0
453,0,12859.5112403609,0,108029.36858618,12859.5112403609,0
454,0,12707.9758360066,0,107153.138184531,12707.9758360066,0
455,0,12525.0599153466,0,106288.290817605,12525.0599153466,0
456,0,12315.7993773674,0,104689.347556492,12315.7993773674,0
457,0,12424.9553712251,0,104756.513218402,12424.9553712251,0
458,0,12218.4432602839,0,103997.75503968,12218.4432602839,0
459,0,12283.791279101,0,103305.993226292,12283.791279101,0
460,0,11924.2957987118,0,102914.309112546,11924.2957987118,0
461,0,11847.8319141659,0,102254.032156283,11847.8319141659,0
462,0,11689.1570125885,0,101612.151173694,11689.1570125885,0
463,0,11520.7969346027,0,100633.408429477,11520.7969346027,0
464,0,11391.4765346107,0,99940.2174410922,11391.4765346107,0
465,0,11337.618985781,0,99494.7066825364,11337.618985781,0
466,0,11184.1532983929,0,98678.3616089265,11184.1532983929,0
467,0,11043.0051793449,0,97935.7323684506,11043.0051793449,0
468,0,10853.3497577282,0,96440.9066624992,10853.3497577282,0
469,0,10881.520734013,0,96274.2359438104,10881.520734013,0
470,0,10625.3291596351,0,95438.9373496305,10625.3291596351,0
471,0,10659.7306973166,0,94815.1097612536,10659.7306973166,0
472,0,10528.5432778103,0,94591.2691550277,10528.5432778103,0
473,0,10415.7804731293,0,93943.288961449,10415.7804731293,0
474,0,10304.2978865779,0,93309.6311814333,10304.2978865779,0
475,0,10123.9760430671,0,92402.0927703495,10123.9760430671,0
476,0,10031.7062428795,0,91782.6683554726,10031.7062428795,0
477,0,10059.9123121704,0,91475.3682522265,10059.9123121704,0
478,0,9903.30808152634,0,90699.2563632358,9903.30808152634,0
479,0,9715.9579376625,0,89851.055043696,9715.9579376625,0
480,0,9544.07570058185,0,88461.6614234126,9544.07570058185,0
481,0,9672.78574926555,0,88329.2700951862,9672.78574926555,0
482,0,9576.37829063369,0,87520.8930164784,9576.37829063369,0
483,0,9029.25288426447,0,86599.2782170772,9029.25288426447,0
484,0,8887.5968164784,0,86158.2318182875,8887.5968164784,0
485,0,8750.68681849414,0,85555.6646551802,8750.68681849414,0
486,0,8639.81034045652,0,84817.4448451594,8639.81034045652,0
487,0,8481.72689535107,0,84078.2727087602,8481.72689535107,0
488,0,8419.91192362987,0,83478.998041553,8419.91192362987,0
489,0,8482.5953812094,0,83108.2976624942,8482.5953812094,0
490,0,8399.59017163878,0,82553.674120519,8399.59017163878,0
491,0,8311.78457026106,0,81958.641098348,8311.78457026106,0
492,0,8158.94947335733,0,80681.1626251739,8158.94947335733,0
493,0,8174.43809551072,0,80496.5618164115,8174.43809551072,0
494,0,8099.66443121938,0,79868.3563041439,8099.66443121938,0
495,0,8060.20106752749,0,79232.7865399806,8060.20106752749,0
496,0,7930.953235818,0,79007.8985629792,7930.953235818,0
497,0,7836.04790170632,0,78570.8788847225,7836.04790170632,0
498,0,7716.43817191423,0,78080.8099072839,7716.43817191423,0
499,0,7603.34229766366,0,77367.8702989912,7603.34229766366,0
500,0,7511.73587942608,0,76566.6360006588,7511.73587942608,0
501,0,7487.68398843548,0,76147.6694842311,7487.68398843548,0
502,0,7406.89802506504,0,75448.1963569449,7406.89802506504,0
503,0,7329.5467251766,0,74933.9639406904,7329.5467251766,0
504,0,7191.00945535825,0,73750.5381709975,7191.00945535825,0
505,0,6958.2607873294,0,73649.2364034366,6958.2607873294,0
506,0,6917.99276910197,0,73182.3476924799,6917.99276910197,0
507,0,6941.04651240372,0,72679.5398833452,6941.04651240372,0
508,0,6809.67016194176,0,72540.9069882953,6809.67016194176,0
509,0,6694.37132253171,0,71559.9379970357,6694.37132253171,0
510,0,6652.4040905726,0,71048.0500477523,6652.4040905726,0
511,0,6522.0172217594,0,70394.8395410575,6522.0172217594,0
512,0,6446.19206497713,0,69923.1520642029,6446.19206497713,0
513,0,6448.96785643336,0,69728.6666372937,6448.96785643336,0
514,0,6323.4640885959,0,69195.6945013332,6323.4640885959,0
515,0,6251.68393282445,0,68645.6781060318,6251.68393282445,0
516,0,6128.87724671946,0,67547.481426555,6128.87724671946,0
517,0,6158.86614473762,0,67678.4347605369,6158.86614473762,0
518,0,6111.17950912674,0,67194.5889220791,6111.17950912674,0
519,0,6113.89107000253,0,66651.4576241639,6113.89107000253,0
520,0,6035.64848066445,0,66446.2732255977,6035.64848066445,0
521,0,5939.93540810806,0,66030.3881050345,5939.93540810806,0
522,0,5886.64711435965,0,65584.0778638406,5886.64711435965,0
523,0,5806.4172370695,0,64867.1499065207,5806.4172370695,0
524,0,5766.28868876605,0,64316.3491194701,5766.28868876605,0
525,0,5775.25753558702,0,64009.1311019452,5775.25753558702,0
526,0,5706.02218584567,0,63538.8447865677,5706.02218584567,0
527,0,5611.81524227183,0,63050.0572976388,5611.81524227183,0
528,0,5498.55853904713,0,62028.7950234403,5498.55853904713,0
529,0,5407.41640643044,0,62044.7035829758,5407.41640643044,0
530,0,5337.07064384615,0,61621.9876274691,5337.07064384615,0
531,0,5359.01696011302,0,61211.2223145596,5359.01696011302,0
532,0,5289.88437626564,0,61182.1065121247,5289.88437626564,0
533,0,5207.92127517483,0,60727.0890585645,5207.92127517483,0
534,0,5156.51608921869,0,60349.8211888146,5156.51608921869,0
535,0,5065.534053415,0,59765.0321192532,5065.534053415,0
536,0,4995.94783142592,0,59325.9029812976,4995.94783142592,0
537,0,4955.27629835129,0,59153.1102821806,4955.27629835129,0
538,0,4898.08762763815,0,58693.208341279,4898.08762763815,0
539,0,4846.35517370114,0,58240.3394363835,4846.35517370114,0
540,0,4744.56510506615,0,57280.560238963,4744.56510506615,0
541,0,4799.56996876802,0,57446.0685163111,4799.56996876802,0
542,0,4737.19562669244,0,57002.833749473,4737.19562669244,0
543,0,4756.22151243801,0,56567.7792793581,4756.22151243801,0
544,0,4693.2008162268,0,56415.0978981677,4693.2008162268,0
545,0,4576.95252487291,0,56009.6470996918,4576.95252487291,0
546,0,4553.27187548005,0,55311.5656454344,4553.27187548005,0
547,0,4445.78525544593,0,54785.2809375231,4445.78525544593,0
548,0,4291.22689457099,0,54254.6051906477,4291.22689457099,0
549,0,4313.59301153823,0,54145.3479723942,4313.59301153823,0
550,0,4266.41656410157,0,53725.2596019953,4266.41656410157,0
551,0,4222.4643090389,0,53248.4716125626,4222.4643090389,0
552,0,4130.70462827569,0,52358.1729934735,4130.70462827569,0
553,0,4140.46361278261,0,52268.6255359982,4140.46361278261,0
554,0,4089.07527056699,0,51861.410685323,4089.07527056699,0
555,0,4090.4096165513,0,51426.7284391624,4090.4096165513,0
556,0,4022.76961997618,0,51388.1627525925,4022.76961997618,0
557,0,3959.71658257305,0,50920.5988373215,3959.71658257305,0
558,0,3932.87379728263,0,50477.5278136945,3932.87379728263,0
559,0,3873.19310910833,0,49986.342203138,3873.19310910833,0
560,0,3828.8651822512,0,49550.4020176488,3828.8651822512,0
561,0,3841.7293603334,0,49317.5448280826,3841.7293603334,0
562,0,3798.44381217076,0,48955.9199695433,3798.44381217076,0
563,0,3753.38865341402,0,48620.9820053055,3753.38865341402,0
564,0,3669.4934666513,0,47793.8646378689,3669.4934666513,0
565,0,3661.6149800424,0,47767.7781500334,3661.6149800424,0
566,0,3631.26294260233,0,47476.1022021154,3631.26294260233,0
567,0,3599.01767818062,0,47113.0485732408,3599.01767818062,0
568,0,3547.10124870912,0,46897.7222740609,3547.10124870912,0
569,0,3495.2467133831,0,46547.8379765216,3495.2467133831,0
570,0,3416.32926164494,0,46193.320270513,3416.32926164494,0
571,0,3334.19504030685,0,45573.7518912246,3334.19504030685,0
572,0,3260.73981450462,0,45129.7937224783,3260.73981450462,0
573,0,3260.53798553287,0,44843.9552171543,3260.53798553287,0
574,0,3205.46503188499,0,44373.4095021466,3205.46503188499,0
575,0,3158.38915588135,0,44019.9200287303,3158.38915588135,0
576,0,3084.42446609431,0,43261.3946336068,3084.42446609431,0
577,0,3118.54116884454,0,43299.7055932722,3118.54116884454,0
578,0,3083.52941056437,0,42951.9805493397,3083.52941056437,0
579,0,3087.62907642603,0,42632.4545525951,3087.62907642603,0
580,0,3043.22663655527,0,42518.7405968397,3043.22663655527,0
581,0,2995.68842603317,0,42212.2480999228,2995.68842603317,0
582,0,2975.55532612154,0,41867.8243546044,2975.55532612154,0
583,0,2923.99061878836,0,41424.4807789612,2923.99061878836,0
584,0,2861.01798819753,0,41034.4114696946,2861.01798819753,0
585,0,2868.47585378878,0,40948.8977495208,2868.47585378878,0
586,0,2832.40148716308,0,40620.1456370318,2832.40148716308,0
587,0,2806.6160250061,0,40321.8773260453,2806.6160250061,0
588,0,2739.2717104846,0,39614.2215872734,2739.2717104846,0
589,0,2769.28726564654,0,39617.2937452237,2769.28726564654,0
590,0,2744.06684763838,0,39272.4668661654,2744.06684763838,0
591,0,2744.94601747792,0,38930.3862653958,2744.94601747792,0
592,0,2702.86989209292,0,38652.7585938092,2702.86989209292,0
593,0,2659.29757333664,0,38291.294496156,2659.29757333664,0
594,0,2643.44011230505,0,37840.4730420919,2643.44011230505,0
595,0,2590.82419091354,0,37420.7211301474,2590.82419091354,0
596,0,2550.0742283868,0,37076.3987730903,2550.0742283868,0
597,0,2521.41436870671,0,37026.544428821,2521.41436870671,0
598,0,2481.89544906347,0,36768.6098588835,2481.89544906347,0
599,0,2435.93114367147,0,36443.5664975121,2435.93114367147,0
