Reporting Date,GIC Code,Premium CFs (Unlinked)(Current Service),Premium CFs (Unlinked)(Future Service),Acquisition Expense CFs (Unlinked)(Current Service),Acquisition Expense CFs (Unlinked)(Future Service),Investment Component CFs (Unlinked),Claim and Other Expense CFs (Unlinked)(Incurred in Current Reporting Period),Claim and Other Expense CFs (Unlinked)(Incurred in Future Reporting Periods),Premium CFs (Linked)(Current Service),Premium CFs (Linked)(Future Service),Acquisition Expense CFs (Linked)(Current Service),Acquisition Expense CFs (Linked)(Future Service),Investment Component CFs (Linked),Claim and Other Expense CFs (Linked)(Incurred in Current Reporting Period),Claim and Other Expense CFs (Linked)(Incurred in Future Reporting Periods),Delay (in Years)
6/30/2017,BLL_1722,0,11928.06913,0,-7729.692587,0,0,-5618.246139,0,0,0,0,0,0,0,4.833333333
6/30/2017,BLL_1722,0,12351.88174,0,-7689.471032,0,0,-5759.87815,0,0,0,0,0,0,0,4.916666667
6/30/2017,BLL_1722,0,12215.2313,0,228.8860138,0,0,-5756.804232,0,0,0,0,0,0,0,5
6/30/2017,BLL_1722,0,12080.37932,0,217.4177627,0,0,-5728.6248,0,0,0,0,0,0,0,5.083333333
6/30/2017,BLL_1722,0,11947.13666,0,206.1760765,0,0,-5694.039332,0,0,0,0,0,0,0,5.166666667
6/30/2017,BLL_1722,0,11815.40647,0,190.9716186,0,0,-5657.062788,0,0,0,0,0,0,0,5.25
6/30/2017,BLL_1722,0,11685.15087,0,161.8701289,0,0,-5619.264984,0,0,0,0,0,0,0,5.333333333
6/30/2017,BLL_1722,0,11556.34572,0,130.2493468,0,0,-5581.126072,0,0,0,0,0,0,0,5.416666667
6/30/2017,BLL_1722,0,11428.97244,0,114.7320561,0,0,-5542.846861,0,0,0,0,0,0,0,5.5
6/30/2017,BLL_1722,0,11303.01387,0,99.54323063,0,0,-5504.536268,0,0,0,0,0,0,0,5.583333333
6/30/2017,BLL_1722,0,11178.45352,0,84.67746294,0,0,-5466.262902,0,0,0,0,0,0,0,5.666666667
6/30/2017,BLL_1722,0,11172.11525,0,-1665.678557,0,0,-5459.291088,0,0,0,0,0,0,0,5.75
6/30/2017,BLL_1722,0,11615.54311,0,-7468.403495,0,0,-5547.215033,0,0,0,0,0,0,0,5.833333333
6/30/2017,BLL_1722,0,12033.24035,0,-7520.582921,0,0,-5681.618285,0,0,0,0,0,0,0,5.916666667
6/30/2017,BLL_1722,0,11900.04281,0,222.5212732,0,0,-5682.386595,0,0,0,0,0,0,0,6
6/30/2017,BLL_1722,0,11768.52823,0,211.373621,0,0,-5658.230883,0,0,0,0,0,0,0,6.083333333
6/30/2017,BLL_1722,0,11638.59256,0,200.4462121,0,0,-5627.219799,0,0,0,0,0,0,0,6.166666667
6/30/2017,BLL_1722,0,11510.13923,0,185.6639299,0,0,-5593.51436,0,0,0,0,0,0,0,6.25
6/30/2017,BLL_1722,0,11383.12775,0,157.4849544,0,0,-5558.839977,0,0,0,0,0,0,0,6.333333333
6/30/2017,BLL_1722,0,11257.5325,0,126.6511526,0,0,-5523.697709,0,0,0,0,0,0,0,6.416666667
6/30/2017,BLL_1722,0,11133.33469,0,111.5669276,0,0,-5488.302477,0,0,0,0,0,0,0,6.5
6/30/2017,BLL_1722,0,11010.51724,0,96.80205638,0,0,-5452.800496,0,0,0,0,0,0,0,6.583333333
6/30/2017,BLL_1722,0,10889.06386,0,82.35128449,0,0,-5417.28919,0,0,0,0,0,0,0,6.666666667
6/30/2017,BLL_1722,0,10882.62641,0,-1620.628248,0,0,-5413.078269,0,0,0,0,0,0,0,6.75
6/30/2017,BLL_1722,0,11316.30449,0,-7179.766809,0,0,-5512.354855,0,0,0,0,0,0,0,6.833333333
6/30/2017,BLL_1722,0,11727.17538,0,-7350.25351,0,0,-5657.154499,0,0,0,0,0,0,0,6.916666667
6/30/2017,BLL_1722,0,11597.09456,0,215.913204,0,0,-5662.576175,0,0,0,0,0,0,0,7
6/30/2017,BLL_1722,0,11468.71496,0,205.0794128,0,0,-5642.100809,0,0,0,0,0,0,0,7.083333333
6/30/2017,BLL_1722,0,11341.91174,0,194.4597762,0,0,-5614.236108,0,0,0,0,0,0,0,7.166666667
6/30/2017,BLL_1722,0,11216.56911,0,180.0887648,0,0,-5583.39059,0,0,0,0,0,0,0,7.25
6/30/2017,BLL_1722,0,11092.64044,0,152.9092947,0,0,-5551.445783,0,0,0,0,0,0,0,7.333333333
6/30/2017,BLL_1722,0,10970.09709,0,122.880229,0,0,-5518.963125,0,0,0,0,0,0,0,7.416666667
6/30/2017,BLL_1722,0,10848.91972,0,108.2353584,0,0,-5486.192377,0,0,0,0,0,0,0,7.5
6/30/2017,BLL_1722,0,10729.09115,0,93.90068246,0,0,-5453.281791,0,0,0,0,0,0,0,7.583333333
6/30/2017,BLL_1722,0,10610.59514,0,79.87109762,0,0,-5420.309699,0,0,0,0,0,0,0,7.666666667
6/30/2017,BLL_1722,0,10604.03194,0,-1577.51503,0,0,-5416.248679,0,0,0,0,0,0,0,7.75
6/30/2017,BLL_1722,0,11026.26046,0,-6879.147979,0,0,-5506.834485,0,0,0,0,0,0,0,7.833333333
6/30/2017,BLL_1722,0,11430.69,0,-7170.567233,0,0,-5640.131218,0,0,0,0,0,0,0,7.916666667
6/30/2017,BLL_1722,0,11303.82176,0,209.001717,0,0,-5641.551528,0,0,0,0,0,0,0,8
6/30/2017,BLL_1722,0,11178.58606,0,198.5049041,0,0,-5620.463984,0,0,0,0,0,0,0,8.083333333
6/30/2017,BLL_1722,0,11054.8622,0,188.2157174,0,0,-5593.374375,0,0,0,0,0,0,0,8.166666667
6/30/2017,BLL_1722,0,10932.55106,0,174.2742823,0,0,-5563.854792,0,0,0,0,0,0,0,8.25
6/30/2017,BLL_1722,0,10811.61563,0,148.1269898,0,0,-5533.461044,0,0,0,0,0,0,0,8.333333333
6/30/2017,BLL_1722,0,10692.03109,0,118.9501781,0,0,-5502.676988,0,0,0,0,0,0,0,8.416666667
6/30/2017,BLL_1722,0,10573.77962,0,104.7699299,0,0,-5471.704421,0,0,0,0,0,0,0,8.5
6/30/2017,BLL_1722,0,10456.84486,0,90.89021943,0,0,-5440.643149,0,0,0,0,0,0,0,8.583333333
6/30/2017,BLL_1722,0,10341.21118,0,77.30610059,0,0,-5409.557673,0,0,0,0,0,0,0,8.666666667
6/30/2017,BLL_1722,0,10334.53666,0,-1534.689995,0,0,-5406.907252,0,0,0,0,0,0,0,8.75
6/30/2017,BLL_1722,0,10748.2672,0,-6605.743833,0,0,-5495.687453,0,0,0,0,0,0,0,8.833333333
6/30/2017,BLL_1722,0,11146.06833,0,-6975.729404,0,0,-5631.851162,0,0,0,0,0,0,0,8.916666667
6/30/2017,BLL_1722,0,11022.13422,0,202.1830917,0,0,-5634.322063,0,0,0,0,0,0,0,9
6/30/2017,BLL_1722,0,10899.8375,0,192.0291338,0,0,-5614.711494,0,0,0,0,0,0,0,9.083333333
6/30/2017,BLL_1722,0,10779.02847,0,182.076148,0,0,-5589.311038,0,0,0,0,0,0,0,9.166666667
6/30/2017,BLL_1722,0,10659.60227,0,168.5705229,0,0,-5561.601838,0,0,0,0,0,0,0,9.25
6/30/2017,BLL_1722,0,10541.52129,0,143.3761849,0,0,-5533.074771,0,0,0,0,0,0,0,9.333333333
6/30/2017,BLL_1722,0,10424.76071,0,115.0842999,0,0,-5504.173632,0,0,0,0,0,0,0,9.416666667
6/30/2017,BLL_1722,0,10309.30286,0,101.3682724,0,0,-5475.090053,0,0,0,0,0,0,0,9.5
6/30/2017,BLL_1722,0,10195.13184,0,87.94315354,0,0,-5445.940743,0,0,0,0,0,0,0,9.583333333
6/30/2017,BLL_1722,0,10082.23238,0,74.8041529,0,0,-5416.782535,0,0,0,0,0,0,0,9.666666667
6/30/2017,BLL_1722,0,10075.41322,0,-1485.725085,0,0,-5415.714356,0,0,0,0,0,0,0,9.75
6/30/2017,BLL_1722,0,10480.78597,0,-6338.990784,0,0,-5510.301536,0,0,0,0,0,0,0,9.833333333
6/30/2017,BLL_1722,0,10872.02006,0,-6762.145773,0,0,-5641.604182,0,0,0,0,0,0,0,9.916666667
6/30/2017,BLL_1722,0,10751.02243,0,195.193264,0,0,-5642.212403,0,0,0,0,0,0,0,10
6/30/2017,BLL_1722,0,10631.60175,0,185.3741741,0,0,-5623.514926,0,0,0,0,0,0,0,10.08333333
6/30/2017,BLL_1722,0,10513.60239,0,175.7496256,0,0,-5599.650068,0,0,0,0,0,0,0,10.16666667
6/30/2017,BLL_1722,0,10396.94518,0,162.6907362,0,0,-5573.595484,0,0,0,0,0,0,0,10.25
6/30/2017,BLL_1722,0,10281.59932,0,138.4496368,0,0,-5546.694727,0,0,0,0,0,0,0,10.33333333
6/30/2017,BLL_1722,0,10167.5432,0,111.0848466,0,0,-5519.425397,0,0,0,0,0,0,0,10.41666667
6/30/2017,BLL_1722,0,10054.76026,0,97.83512754,0,0,-5492.001219,0,0,0,0,0,0,0,10.5
6/30/2017,BLL_1722,0,9943.235333,0,84.8666842,0,0,-5464.525674,0,0,0,0,0,0,0,10.58333333
6/30/2017,BLL_1722,0,9832.953751,0,72.17488142,0,0,-5437.049265,0,0,0,0,0,0,0,10.66666667
6/30/2017,BLL_1722,0,9825.955641,0,-1436.397854,0,0,-5436.8518,0,0,0,0,0,0,0,10.75
6/30/2017,BLL_1722,0,10221.70064,0,-6069.229051,0,0,-5526.563952,0,0,0,0,0,0,0,10.83333333
6/30/2017,BLL_1722,0,10604.85719,0,-6526.010476,0,0,-5651.534149,0,0,0,0,0,0,0,10.91666667
6/30/2017,BLL_1722,0,10486.66476,0,187.8664401,0,0,-5656.195933,0,0,0,0,0,0,0,11
6/30/2017,BLL_1722,0,10369.93616,0,178.4008307,0,0,-5641.766225,0,0,0,0,0,0,0,11.08333333
6/30/2017,BLL_1722,0,10254.60284,0,169.1229675,0,0,-5621.707067,0,0,0,0,0,0,0,11.16666667
6/30/2017,BLL_1722,0,10140.59097,0,156.5248972,0,0,-5599.264408,0,0,0,0,0,0,0,11.25
6/30/2017,BLL_1722,0,10027.8671,0,133.2587076,0,0,-5575.915635,0,0,0,0,0,0,0,11.33333333
6/30/2017,BLL_1722,0,9916.407907,0,106.8910521,0,0,-5552.113836,0,0,0,0,0,0,0,11.41666667
6/30/2017,BLL_1722,0,9806.196506,0,94.13155358,0,0,-5528.057344,0,0,0,0,0,0,0,11.5
6/30/2017,BLL_1722,0,9697.2175,0,81.64321623,0,0,-5503.843735,0,0,0,0,0,0,0,11.58333333
6/30/2017,BLL_1722,0,9589.456281,0,69.42156712,0,0,-5479.537505,0,0,0,0,0,0,0,11.66666667
6/30/2017,BLL_1722,0,9582.251191,0,-1388.337432,0,0,-5481.801128,0,0,0,0,0,0,0,11.75
6/30/2017,BLL_1722,0,9968.632811,0,-5798.305184,0,0,-5576.780514,0,0,0,0,0,0,0,11.83333333
6/30/2017,BLL_1722,0,10344.33396,0,-6280.218586,0,0,-5714.82533,0,0,0,0,0,0,0,11.91666667
6/30/2017,BLL_1722,0,10228.61758,0,180.3634478,0,0,-5722.311725,0,0,0,0,0,0,0,12
6/30/2017,BLL_1722,0,10114.43483,0,171.2649767,0,0,-5710.21651,0,0,0,0,0,0,0,12.08333333
6/30/2017,BLL_1722,0,10001.67128,0,162.3472071,0,0,-5692.703602,0,0,0,0,0,0,0,12.16666667
6/30/2017,BLL_1722,0,9890.213521,0,150.2207368,0,0,-5672.900725,0,0,0,0,0,0,0,12.25
6/30/2017,BLL_1722,0,9780.021674,0,127.9461108,0,0,-5652.199464,0,0,0,0,0,0,0,12.33333333
6/30/2017,BLL_1722,0,9671.070854,0,102.6023508,0,0,-5631.02203,0,0,0,0,0,0,0,12.41666667
6/30/2017,BLL_1722,0,9563.343933,0,90.3475184,0,0,-5609.56374,0,0,0,0,0,0,0,12.5
6/30/2017,BLL_1722,0,9456.825323,0,78.35344811,0,0,-5587.942036,0,0,0,0,0,0,0,12.58333333
6/30/2017,BLL_1722,0,9351.500436,0,66.61583323,0,0,-5566.216824,0,0,0,0,0,0,0,12.66666667
6/30/2017,BLL_1722,0,9343.368697,0,-1330.389784,0,0,-5571.277689,0,0,0,0,0,0,0,12.75
6/30/2017,BLL_1722,0,9719.586044,0,-5527.512053,0,0,-5666.858061,0,0,0,0,0,0,0,12.83333333
6/30/2017,BLL_1722,0,10087.36872,0,-6017.425907,0,0,-5794.771119,0,0,0,0,0,0,0,12.91666667
6/30/2017,BLL_1722,0,9974.450892,0,172.5423395,0,0,-5799.006375,0,0,0,0,0,0,0,13
6/30/2017,BLL_1722,0,9862.933323,0,163.8180624,0,0,-5786.926128,0,0,0,0,0,0,0,13.08333333
6/30/2017,BLL_1722,0,9752.754791,0,155.2673107,0,0,-5770.566614,0,0,0,0,0,0,0,13.16666667
6/30/2017,BLL_1722,0,9643.839141,0,143.6501972,0,0,-5752.415321,0,0,0,0,0,0,0,13.25
6/30/2017,BLL_1722,0,9536.156745,0,122.3776235,0,0,-5733.525097,0,0,0,0,0,0,0,13.33333333
6/30/2017,BLL_1722,0,9429.687706,0,98.11634402,0,0,-5714.216002,0,0,0,0,0,0,0,13.41666667
6/30/2017,BLL_1722,0,9324.416572,0,86.38264444,0,0,-5694.645545,0,0,0,0,0,0,0,13.5
6/30/2017,BLL_1722,0,9220.328414,0,74.89894406,0,0,-5674.907674,0,0,0,0,0,0,0,13.58333333
6/30/2017,BLL_1722,0,9117.409166,0,63.66110867,0,0,-5655.053197,0,0,0,0,0,0,0,13.66666667
6/30/2017,BLL_1722,0,9109.027999,0,-1271.358216,0,0,-5661.643068,0,0,0,0,0,0,0,13.75
6/30/2017,BLL_1722,0,9434.392816,0,-5274.727495,0,0,-5672.945199,0,0,0,0,0,0,0,13.83333333
6/30/2017,BLL_1722,0,9795.194986,0,-5728.073857,0,0,-5802.231991,0,0,0,0,0,0,0,13.91666667
6/30/2017,BLL_1722,0,9685.223035,0,164.5388415,0,0,-5809.065516,0,0,0,0,0,0,0,14
6/30/2017,BLL_1722,0,9576.571512,0,156.2088345,0,0,-5799.16228,0,0,0,0,0,0,0,14.08333333
6/30/2017,BLL_1722,0,9469.237869,0,148.0447455,0,0,-5784.783186,0,0,0,0,0,0,0,14.16666667
6/30/2017,BLL_1722,0,9363.148958,0,136.9509893,0,0,-5768.637338,0,0,0,0,0,0,0,14.25
6/30/2017,BLL_1722,0,9258.268854,0,116.6429604,0,0,-5751.662532,0,0,0,0,0,0,0,14.33333333
6/30/2017,BLL_1722,0,9154.576106,0,93.53861938,0,0,-5733.629577,0,0,0,0,0,0,0,14.41666667
6/30/2017,BLL_1722,0,9052.054938,0,82.34469465,0,0,-5714.762531,0,0,0,0,0,0,0,14.5
6/30/2017,BLL_1722,0,8950.690245,0,71.38960635,0,0,-5695.508426,0,0,0,0,0,0,0,14.58333333
6/30/2017,BLL_1722,0,8850.468087,0,60.66939923,0,0,-5676.13548,0,0,0,0,0,0,0,14.66666667
6/30/2017,BLL_1722,0,8842.188414,0,-1214.451966,0,0,-5681.659138,0,0,0,0,0,0,0,14.75
6/30/2017,BLL_1722,0,9197.969274,0,-5027.446421,0,0,-5776.229011,0,0,0,0,0,0,0,14.83333333
6/30/2017,BLL_1722,0,9551.997928,0,-5444.218792,0,0,-5912.139124,0,0,0,0,0,0,0,14.91666667
6/30/2017,BLL_1722,0,9444.341762,0,156.6629718,0,0,-5918.443062,0,0,0,0,0,0,0,15
6/30/2017,BLL_1722,0,9338.104504,0,148.7243998,0,0,-5908.426328,0,0,0,0,0,0,0,15.08333333
6/30/2017,BLL_1722,0,9233.168558,0,140.9441925,0,0,-5894.427351,0,0,0,0,0,0,0,15.16666667
6/30/2017,BLL_1722,0,9129.443704,0,130.3662013,0,0,-5878.905177,0,0,0,0,0,0,0,15.25
6/30/2017,BLL_1722,0,9026.898739,0,111.0235347,0,0,-5862.695987,0,0,0,0,0,0,0,15.33333333
6/30/2017,BLL_1722,0,8925.516461,0,89.03827365,0,0,-5846.014724,0,0,0,0,0,0,0,15.41666667
6/30/2017,BLL_1722,0,8825.282638,0,78.37687335,0,0,-5829.036093,0,0,0,0,0,0,0,15.5
6/30/2017,BLL_1722,0,8726.18255,0,67.9432989,0,0,-5811.868326,0,0,0,0,0,0,0,15.58333333
6/30/2017,BLL_1722,0,8628.202713,0,57.73377133,0,0,-5794.556739,0,0,0,0,0,0,0,15.66666667
6/30/2017,BLL_1722,0,8619.627639,0,-1159.488239,0,0,-5803.263582,0,0,0,0,0,0,0,15.75
6/30/2017,BLL_1722,0,8964.095393,0,-4759.501229,0,0,-5897.213842,0,0,0,0,0,0,0,15.83333333
6/30/2017,BLL_1722,0,9310.487364,0,-5161.115532,0,0,-6028.03485,0,0,0,0,0,0,0,15.91666667
6/30/2017,BLL_1722,0,9205.329542,0,148.646535,0,0,-6034.22206,0,0,0,0,0,0,0,16
6/30/2017,BLL_1722,0,9101.512083,0,141.0942179,0,0,-6026.529497,0,0,0,0,0,0,0,16.08333333
6/30/2017,BLL_1722,0,8998.944323,0,133.6928435,0,0,-6014.961531,0,0,0,0,0,0,0,16.16666667
6/30/2017,BLL_1722,0,8897.559477,0,123.6210909,0,0,-6001.763498,0,0,0,0,0,0,0,16.25
6/30/2017,BLL_1722,0,8797.331006,0,105.2930709,0,0,-5987.818263,0,0,0,0,0,0,0,16.33333333
6/30/2017,BLL_1722,0,8698.241916,0,84.43665593,0,0,-5973.366913,0,0,0,0,0,0,0,16.41666667
6/30/2017,BLL_1722,0,8600.277922,0,74.3106792,0,0,-5958.582607,0,0,0,0,0,0,0,16.5
6/30/2017,BLL_1722,0,8503.424992,0,64.40147224,0,0,-5943.578393,0,0,0,0,0,0,0,16.58333333
6/30/2017,BLL_1722,0,8407.66996,0,54.70543288,0,0,-5928.396955,0,0,0,0,0,0,0,16.66666667
6/30/2017,BLL_1722,0,8398.636461,0,-1104.787795,0,0,-5938.018833,0,0,0,0,0,0,0,16.75
6/30/2017,BLL_1722,0,8734.335661,0,-4487.473198,0,0,-6035.933665,0,0,0,0,0,0,0,16.83333333
6/30/2017,BLL_1722,0,9073.192374,0,-4887.656231,0,0,-6165.541424,0,0,0,0,0,0,0,16.91666667
6/30/2017,BLL_1722,0,8970.500976,0,140.6401797,0,0,-6174.250138,0,0,0,0,0,0,0,17
6/30/2017,BLL_1722,0,8869.045165,0,133.4866262,0,0,-6168.60424,0,0,0,0,0,0,0,17.08333333
6/30/2017,BLL_1722,0,8768.813038,0,126.4763179,0,0,-6158.946548,0,0,0,0,0,0,0,17.16666667
6/30/2017,BLL_1722,0,8669.737662,0,116.9235681,0,0,-6147.569321,0,0,0,0,0,0,0,17.25
6/30/2017,BLL_1722,0,8571.796068,0,99.61629063,0,0,-6135.457606,0,0,0,0,0,0,0,17.33333333
6/30/2017,BLL_1722,0,8474.970191,0,79.86923726,0,0,-6122.848083,0,0,0,0,0,0,0,17.41666667
6/30/2017,BLL_1722,0,8379.245379,0,70.28526504,0,0,-6109.891212,0,0,0,0,0,0,0,17.5
6/30/2017,BLL_1722,0,8284.608656,0,60.90685272,0,0,-6096.705952,0,0,0,0,0,0,0,17.58333333
6/30/2017,BLL_1722,0,8191.04717,0,51.7305776,0,0,-6083.333788,0,0,0,0,0,0,0,17.66666667
6/30/2017,BLL_1722,0,8180.453196,0,-1038.024246,0,0,-6094.209036,0,0,0,0,0,0,0,17.75
6/30/2017,BLL_1722,0,8507.0839,0,-4209.88069,0,0,-6198.749219,0,0,0,0,0,0,0,17.83333333
6/30/2017,BLL_1722,0,8836.004959,0,-4596.323189,0,0,-6330.170153,0,0,0,0,0,0,0,17.91666667
6/30/2017,BLL_1722,0,8735.633589,0,132.2843256,0,0,-6335.756613,0,0,0,0,0,0,0,18
6/30/2017,BLL_1722,0,8636.548035,0,125.5259931,0,0,-6328.327872,0,0,0,0,0,0,0,18.08333333
6/30/2017,BLL_1722,0,8538.654535,0,118.9033235,0,0,-6317.85917,0,0,0,0,0,0,0,18.16666667
6/30/2017,BLL_1722,0,8441.88042,0,109.9026042,0,0,-6306.100039,0,0,0,0,0,0,0,18.25
6/30/2017,BLL_1722,0,8346.210719,0,93.63650873,0,0,-6293.757944,0,0,0,0,0,0,0,18.33333333
6/30/2017,BLL_1722,0,8251.631469,0,75.06582308,0,0,-6281.021967,0,0,0,0,0,0,0,18.41666667
6/30/2017,BLL_1722,0,8158.129548,0,66.03591345,0,0,-6267.985051,0,0,0,0,0,0,0,18.5
6/30/2017,BLL_1722,0,8065.692851,0,57.20009136,0,0,-6254.751112,0,0,0,0,0,0,0,18.58333333
6/30/2017,BLL_1722,0,7974.30906,0,48.55511819,0,0,-6241.347044,0,0,0,0,0,0,0,18.66666667
6/30/2017,BLL_1722,0,7963.388427,0,-972.1890758,0,0,-6252.195069,0,0,0,0,0,0,0,18.75
6/30/2017,BLL_1722,0,8027.561108,0,-3930.884195,0,0,-5933.275156,0,0,0,0,0,0,0,18.83333333
6/30/2017,BLL_1722,0,8328.431437,0,-4302.888017,0,0,-6064.24101,0,0,0,0,0,0,0,18.91666667
6/30/2017,BLL_1722,0,8233.347999,0,123.7508256,0,0,-6074.44591,0,0,0,0,0,0,0,19
6/30/2017,BLL_1722,0,8139.52445,0,117.422827,0,0,-6070.336268,0,0,0,0,0,0,0,19.08333333
6/30/2017,BLL_1722,0,8046.881762,0,111.222106,0,0,-6062.455366,0,0,0,0,0,0,0,19.16666667
6/30/2017,BLL_1722,0,7955.328747,0,102.7940619,0,0,-6053.059456,0,0,0,0,0,0,0,19.25
6/30/2017,BLL_1722,0,7864.83394,0,87.58831536,0,0,-6042.931895,0,0,0,0,0,0,0,19.33333333
6/30/2017,BLL_1722,0,7775.379021,0,70.21169675,0,0,-6032.300709,0,0,0,0,0,0,0,19.41666667
6/30/2017,BLL_1722,0,7686.949712,0,61.76249351,0,0,-6021.182922,0,0,0,0,0,0,0,19.5
6/30/2017,BLL_1722,0,7599.533445,0,53.49526955,0,0,-6009.712011,0,0,0,0,0,0,0,19.58333333
6/30/2017,BLL_1722,0,7513.117836,0,45.40698185,0,0,-5998.030819,0,0,0,0,0,0,0,19.66666667
6/30/2017,BLL_1722,0,7504.679305,0,-909.6629342,0,0,-6009.973742,0,0,0,0,0,0,0,19.75
6/30/2017,BLL_1722,0,7649.09044,0,-3677.449833,0,0,-5896.357047,0,0,0,0,0,0,0,19.83333333
6/30/2017,BLL_1722,0,7966.449862,0,-4014.962778,0,0,-6032.090358,0,0,0,0,0,0,0,19.91666667
6/30/2017,BLL_1722,0,7875.394016,0,115.6529983,0,0,-6043.991769,0,0,0,0,0,0,0,20
6/30/2017,BLL_1722,0,7785.510342,0,109.7323877,0,0,-6043.290543,0,0,0,0,0,0,0,20.08333333
6/30/2017,BLL_1722,0,7696.735606,0,103.9311012,0,0,-6038.952459,0,0,0,0,0,0,0,20.16666667
6/30/2017,BLL_1722,0,7609.006839,0,96.04716255,0,0,-6033.047278,0,0,0,0,0,0,0,20.25
6/30/2017,BLL_1722,0,7522.295648,0,81.82328488,0,0,-6026.327824,0,0,0,0,0,0,0,20.33333333
6/30/2017,BLL_1722,0,7436.584268,0,65.59913461,0,0,-6019.015641,0,0,0,0,0,0,0,20.41666667
6/30/2017,BLL_1722,0,7351.858776,0,57.7002003,0,0,-6011.240771,0,0,0,0,0,0,0,20.5
6/30/2017,BLL_1722,0,7268.106729,0,49.97174285,0,0,-6003.135149,0,0,0,0,0,0,0,20.58333333
6/30/2017,BLL_1722,0,7185.315938,0,42.41090554,0,0,-5994.751171,0,0,0,0,0,0,0,20.66666667
6/30/2017,BLL_1722,0,7178.07372,0,-849.6907059,0,0,-6010.687211,0,0,0,0,0,0,0,20.75
6/30/2017,BLL_1722,0,7446.059721,0,-3433.100055,0,0,-6108.559568,0,0,0,0,0,0,0,20.83333333
6/30/2017,BLL_1722,0,7740.230574,0,-3729.008943,0,0,-6218.608822,0,0,0,0,0,0,0,20.91666667
6/30/2017,BLL_1722,0,7651.357898,0,107.782221,0,0,-6235.757149,0,0,0,0,0,0,0,21
6/30/2017,BLL_1722,0,7563.588393,0,102.2499406,0,0,-6240.401637,0,0,0,0,0,0,0,21.08333333
6/30/2017,BLL_1722,0,7476.912605,0,96.82943313,0,0,-6240.460339,0,0,0,0,0,0,0,21.16666667
6/30/2017,BLL_1722,0,7391.277687,0,89.46507945,0,0,-6238.327738,0,0,0,0,0,0,0,21.25
6/30/2017,BLL_1722,0,7306.649936,0,76.19529331,0,0,-6235.047109,0,0,0,0,0,0,0,21.33333333
6/30/2017,BLL_1722,0,7223.00687,0,61.09805658,0,0,-6230.859503,0,0,0,0,0,0,0,21.41666667
6/30/2017,BLL_1722,0,7140.333008,0,53.72957127,0,0,-6225.939941,0,0,0,0,0,0,0,21.5
6/30/2017,BLL_1722,0,7058.61531,0,46.5205007,0,0,-6220.55433,0,0,0,0,0,0,0,21.58333333
6/30/2017,BLL_1722,0,6977.841201,0,39.46816816,0,0,-6214.787658,0,0,0,0,0,0,0,21.66666667
6/30/2017,BLL_1722,0,6970.079902,0,-790.3831109,0,0,-6231.934657,0,0,0,0,0,0,0,21.75
6/30/2017,BLL_1722,0,7231.169595,0,-3186.710497,0,0,-6335.98385,0,0,0,0,0,0,0,21.83333333
6/30/2017,BLL_1722,0,7531.587349,0,-3461.130345,0,0,-6477.285892,0,0,0,0,0,0,0,21.91666667
6/30/2017,BLL_1722,0,7444.60606,0,100.100892,0,0,-6492.191294,0,0,0,0,0,0,0,22
6/30/2017,BLL_1722,0,7358.832526,0,94.95334219,0,0,-6495.547846,0,0,0,0,0,0,0,22.08333333
6/30/2017,BLL_1722,0,7274.15971,0,89.91006099,0,0,-6495.183388,0,0,0,0,0,0,0,22.16666667
6/30/2017,BLL_1722,0,7190.500801,0,83.06146176,0,0,-6493.072426,0,0,0,0,0,0,0,22.25
6/30/2017,BLL_1722,0,7107.824526,0,70.74493705,0,0,-6490.021213,0,0,0,0,0,0,0,22.33333333
6/30/2017,BLL_1722,0,7026.1118,0,56.72134534,0,0,-6486.269829,0,0,0,0,0,0,0,22.41666667
6/30/2017,BLL_1722,0,6945.348753,0,49.87364706,0,0,-6481.95445,0,0,0,0,0,0,0,22.5
6/30/2017,BLL_1722,0,6865.522961,0,43.17446952,0,0,-6477.207166,0,0,0,0,0,0,0,22.58333333
6/30/2017,BLL_1722,0,6786.622775,0,36.62131141,0,0,-6472.088531,0,0,0,0,0,0,0,22.66666667
6/30/2017,BLL_1722,0,6778.558416,0,-732.8929376,0,0,-6491.370013,0,0,0,0,0,0,0,22.75
6/30/2017,BLL_1722,0,7032.610095,0,-2945.314161,0,0,-6595.18414,0,0,0,0,0,0,0,22.83333333
6/30/2017,BLL_1722,0,7325.211191,0,-3195.67404,0,0,-6733.011063,0,0,0,0,0,0,0,22.91666667
6/30/2017,BLL_1722,0,7240.33087,0,92.57553341,0,0,-6745.669598,0,0,0,0,0,0,0,23
6/30/2017,BLL_1722,0,7156.589925,0,87.80128515,0,0,-6747.94871,0,0,0,0,0,0,0,23.08333333
6/30/2017,BLL_1722,0,7073.89895,0,83.12401669,0,0,-6747.209495,0,0,0,0,0,0,0,23.16666667
6/30/2017,BLL_1722,0,6992.187941,0,76.77461098,0,0,-6745.06209,0,0,0,0,0,0,0,23.25
6/30/2017,BLL_1722,0,6911.434577,0,65.38374558,0,0,-6742.131528,0,0,0,0,0,0,0,23.33333333
6/30/2017,BLL_1722,0,6831.624018,0,52.42619683,0,0,-6738.589512,0,0,0,0,0,0,0,23.41666667
6/30/2017,BLL_1722,0,6752.743972,0,46.0869068,0,0,-6734.546892,0,0,0,0,0,0,0,23.5
6/30/2017,BLL_1722,0,6674.782693,0,39.88549,0,0,-6730.119568,0,0,0,0,0,0,0,23.58333333
