"Month","Total_Premiums","Total_Recoveries","Total_FinReIncomeCF","Total_FinReRepayment","Total_RiskReinsuranceRecoveries","Total_RiskReinsurancePremiums"
52,0,219983.35095348,0,2558999.85374324,219983.35095348,-2558999.85374324
53,0,220217.706337747,0,2553635.17824517,220217.706337747,-2553635.17824517
54,0,219943.041705161,0,2550422.38744651,219943.041705161,-2550422.38744651
55,0,217322.435108422,0,2544691.76821397,217322.435108422,-2544691.76821397
56,0,216641.948598658,0,2534560.47433617,216641.948598658,-2534560.47433617
57,0,216159.682967841,0,2526595.55450823,216159.682967841,-2526595.55450823
58,0,216221.643661999,0,2522215.02335297,216221.643661999,-2522215.02335297
59,0,215388.166661112,0,2519461.38435205,215388.166661112,-2519461.38435205
60,0,214170.154476522,0,2513138.45931889,214170.154476522,-2513138.45931889
61,0,212945.947601848,0,2505853.69256414,212945.947601848,-2505853.69256414
62,0,211813.522084736,0,2497777.95772471,211813.522084736,-2497777.95772471
63,0,212313.27003262,0,2492760.2598739,212313.27003262,-2492760.2598739
64,0,212813.07573148,0,2489218.51250511,212813.07573148,-2489218.51250511
65,0,213195.009179834,0,2484766.89552596,213195.009179834,-2484766.89552596
66,0,213083.322889829,0,2482834.06739812,213083.322889829,-2482834.06739812
67,0,212134.084582211,0,2476719.21197545,212134.084582211,-2476719.21197545
68,0,211676.09406325,0,2465542.85441819,211676.09406325,-2465542.85441819
69,0,211265.876722373,0,2455458.64481824,211265.876722373,-2455458.64481824
70,0,211007.24763679,0,2450700.45460261,211007.24763679,-2450700.45460261
71,0,209189.394558351,0,2446922.47670119,209189.394558351,-2446922.47670119
72,0,208790.185298381,0,2440253.70847744,208790.185298381,-2440253.70847744
73,0,209039.270845225,0,2435465.21116313,209039.270845225,-2435465.21116313
74,0,208371.578788208,0,2425020.30876986,208371.578788208,-2425020.30876986
75,0,209891.850024049,0,2421330.93593044,209891.850024049,-2421330.93593044
76,0,210207.911149477,0,2416395.97729808,210207.911149477,-2416395.97729808
77,0,210947.962201247,0,2412956.49829051,210947.962201247,-2412956.49829051
78,0,211076.898590257,0,2410231.39089505,211076.898590257,-2410231.39089505
79,0,210756.561195657,0,2404539.56112189,210756.561195657,-2404539.56112189
80,0,209902.016964927,0,2391292.38951693,209902.016964927,-2391292.38951693
81,0,209774.237293601,0,2381763.46881407,209774.237293601,-2381763.46881407
82,0,209580.41272441,0,2378378.00982684,209580.41272441,-2378378.00982684
83,0,209828.629390406,0,2374630.73148678,209828.629390406,-2374630.73148678
84,0,209855.097347158,0,2369260.49351231,209855.097347158,-2369260.49351231
85,0,209814.075305738,0,2365201.10205138,209814.075305738,-2365201.10205138
86,0,209026.256136412,0,2357796.65368665,209026.256136412,-2357796.65368665
87,0,210031.96616381,0,2352753.42435922,210031.96616381,-2352753.42435922
88,0,210121.62743081,0,2348126.38175456,210121.62743081,-2348126.38175456
89,0,210421.565206498,0,2344134.26752761,210421.565206498,-2344134.26752761
90,0,210869.416903887,0,2342186.81496358,210869.416903887,-2342186.81496358
91,0,211145.967938355,0,2332520.20748235,211145.967938355,-2332520.20748235
92,0,210695.971737698,0,2322742.12313363,210695.971737698,-2322742.12313363
93,0,210665.829688861,0,2314463.13308286,210665.829688861,-2314463.13308286
94,0,211050.949868668,0,2311832.93884169,211050.949868668,-2311832.93884169
95,0,209780.682477723,0,2307096.37531988,209780.682477723,-2307096.37531988
96,0,209927.957531744,0,2303022.84915947,209927.957531744,-2303022.84915947
97,0,209852.863415801,0,2297044.98645765,209852.863415801,-2297044.98645765
98,0,209468.275209419,0,2290197.4579306,209468.275209419,-2290197.4579306
99,0,210616.422877553,0,2285805.969708,210616.422877553,-2285805.969708
100,0,211387.714645516,0,2282398.45735218,211387.714645516,-2282398.45735218
101,0,212059.544047006,0,2278654.64304854,212059.544047006,-2278654.64304854
102,0,209699.530885586,0,2275498.33590497,209699.530885586,-2275498.33590497
103,0,209054.885541778,0,2271055.81559394,209054.885541778,-2271055.81559394
104,0,208395.458225242,0,2255046.71215338,208395.458225242,-2255046.71215338
105,0,208584.067593066,0,2246500.34073275,208584.067593066,-2246500.34073275
106,0,209064.816499344,0,2242344.08769129,209064.816499344,-2242344.08769129
107,0,209415.010590224,0,2239871.16062855,209415.010590224,-2239871.16062855
108,0,209389.962245547,0,2235705.65336847,209389.962245547,-2235705.65336847
109,0,209776.652247312,0,2228926.93732386,209776.652247312,-2228926.93732386
110,0,209729.455124297,0,2220759.15136391,209729.455124297,-2220759.15136391
111,0,210836.952271234,0,2216436.28278422,210836.952271234,-2216436.28278422
112,0,211113.127477237,0,2209304.80305762,211113.127477237,-2209304.80305762
113,0,211635.255935076,0,2202455.03812648,211635.255935076,-2202455.03812648
114,0,211910.363476178,0,2200289.51439822,211910.363476178,-2200289.51439822
115,0,210822.401388558,0,2193858.08123549,210822.401388558,-2193858.08123549
116,0,209363.976702417,0,2179896.93262551,209363.976702417,-2179896.93262551
117,0,209334.6000377,0,2171582.67141866,209334.6000377,-2171582.67141866
118,0,209984.720254452,0,2168684.58708369,209984.720254452,-2168684.58708369
119,0,209885.77717178,0,2165983.99963795,209885.77717178,-2165983.99963795
120,0,209963.549763025,0,2162667.92629128,209963.549763025,-2162667.92629128
121,0,210646.122814599,0,2156577.73577515,210646.122814599,-2156577.73577515
122,0,208996.983349575,0,2148694.46378648,208996.983349575,-2148694.46378648
123,0,209314.676385922,0,2144132.97762801,209314.676385922,-2144132.97762801
124,0,209498.585344961,0,2137070.37717287,209498.585344961,-2137070.37717287
125,0,210835.345625105,0,2134010.97181594,210835.345625105,-2134010.97181594
126,0,211196.966115236,0,2132159.00800237,211196.966115236,-2132159.00800237
127,0,210751.645748996,0,2127520.42487594,210751.645748996,-2127520.42487594
128,0,210602.947072916,0,2118388.8377197,210602.947072916,-2118388.8377197
129,0,210683.979157599,0,2111409.41956495,210683.979157599,-2111409.41956495
130,0,211020.626450918,0,2106550.56380059,211020.626450918,-2106550.56380059
131,0,211456.931892469,0,2104083.35657589,211456.931892469,-2104083.35657589
132,0,210626.061696009,0,2099484.84521817,210626.061696009,-2099484.84521817
133,0,211281.235486544,0,2096009.02330687,211281.235486544,-2096009.02330687
134,0,210403.984856734,0,2087629.47495707,210403.984856734,-2087629.47495707
135,0,212479.602670047,0,2083911.60555523,212479.602670047,-2083911.60555523
136,0,213132.98176046,0,2078876.16870713,213132.98176046,-2078876.16870713
137,0,213828.757672929,0,2074897.66988455,213828.757672929,-2074897.66988455
138,0,213758.733640876,0,2071407.21644607,213758.733640876,-2071407.21644607
139,0,213947.446780847,0,2067870.57327537,213947.446780847,-2067870.57327537
140,0,213530.132535983,0,2058803.50895741,213530.132535983,-2058803.50895741
141,0,212967.801234271,0,2051118.05602171,212967.801234271,-2051118.05602171
142,0,213810.466767587,0,2047743.62317114,213810.466767587,-2047743.62317114
143,0,213030.512958374,0,2042282.87516987,213030.512958374,-2042282.87516987
144,0,212435.554696159,0,2036588.96032165,212435.554696159,-2036588.96032165
145,0,210740.056775168,0,2031062.32075313,210740.056775168,-2031062.32075313
146,0,209933.346055774,0,2022795.8631352,209933.346055774,-2022795.8631352
147,0,210944.620741157,0,2018923.55006523,210944.620741157,-2018923.55006523
148,0,212066.205163692,0,2013268.11074712,212066.205163692,-2013268.11074712
149,0,213428.907816473,0,2009133.37944073,213428.907816473,-2009133.37944073
150,0,212813.186730146,0,2006325.72174698,212813.186730146,-2006325.72174698
151,0,213193.43569985,0,2001844.20087984,213193.43569985,-2001844.20087984
152,0,212318.071336503,0,1992150.80471201,212318.071336503,-1992150.80471201
153,0,211901.961131366,0,1984537.42761706,211901.961131366,-1984537.42761706
154,0,210731.263771471,0,1979944.02554338,210731.263771471,-1979944.02554338
155,0,211268.281165367,0,1977269.74793063,211268.281165367,-1977269.74793063
156,0,211367.645256527,0,1974153.95297725,211367.645256527,-1974153.95297725
157,0,209549.48474975,0,1968946.23579429,209549.48474975,-1968946.23579429
158,0,209117.096685773,0,1962992.26906501,209117.096685773,-1962992.26906501
159,0,207071.752389952,0,1956375.51430384,207071.752389952,-1956375.51430384
160,0,207318.333827923,0,1950999.79494599,207318.333827923,-1950999.79494599
161,0,208340.785510002,0,1946489.43418676,208340.785510002,-1946489.43418676
162,0,208041.917394115,0,1944292.32449859,208041.917394115,-1944292.32449859
163,0,207076.903227155,0,1939768.16146304,207076.903227155,-1939768.16146304
164,0,205830.738700729,0,1928951.36921029,205830.738700729,-1928951.36921029
165,0,205990.154655034,0,1921060.76329468,205990.154655034,-1921060.76329468
166,0,205520.109986643,0,1918375.95612168,205520.109986643,-1918375.95612168
167,0,205828.071905125,0,1916226.57838355,205828.071905125,-1916226.57838355
168,0,205517.837944673,0,1910674.27398722,205517.837944673,-1910674.27398722
169,0,205049.350690153,0,1904761.89804143,205049.350690153,-1904761.89804143
170,0,204743.798107033,0,1897699.87763078,204743.798107033,-1897699.87763078
171,0,205355.574799356,0,1893370.72503708,205355.574799356,-1893370.72503708
172,0,206793.000856953,0,1889723.23177681,206793.000856953,-1889723.23177681
173,0,208104.011998141,0,1884461.95507964,208104.011998141,-1884461.95507964
174,0,207918.759985338,0,1880928.99629454,207918.759985338,-1880928.99629454
175,0,206590.237319561,0,1873351.34074529,206590.237319561,-1873351.34074529
176,0,206482.109346379,0,1865591.14156806,206482.109346379,-1865591.14156806
177,0,204674.934909631,0,1856679.92078455,204674.934909631,-1856679.92078455
178,0,204420.302524782,0,1853189.47114949,204420.302524782,-1853189.47114949
179,0,204981.006403396,0,1850450.54544915,204981.006403396,-1850450.54544915
180,0,205553.787166577,0,1847095.04315797,205553.787166577,-1847095.04315797
181,0,205980.817313632,0,1843634.74374334,205980.817313632,-1843634.74374334
182,0,205782.760616953,0,1835554.99065451,205782.760616953,-1835554.99065451
183,0,206870.832491867,0,1830005.00010294,206870.832491867,-1830005.00010294
184,0,206544.592753683,0,1823754.55191322,206544.592753683,-1823754.55191322
185,0,207407.171022687,0,1816932.60264814,207407.171022687,-1816932.60264814
186,0,207843.268135348,0,1814382.194231,207843.268135348,-1814382.194231
187,0,207855.863605059,0,1809721.24345999,207855.863605059,-1809721.24345999
188,0,207692.154175302,0,1800888.83621815,207692.154175302,-1800888.83621815
189,0,207196.231783438,0,1792645.71840906,207196.231783438,-1792645.71840906
190,0,207317.38425151,0,1790813.6704665,207317.38425151,-1790813.6704665
191,0,207694.785126375,0,1786616.527909,207694.785126375,-1786616.527909
192,0,207087.874036386,0,1782618.62666974,207087.874036386,-1782618.62666974
193,0,207464.166036529,0,1778020.71756993,207464.166036529,-1778020.71756993
194,0,207498.176346394,0,1771786.41608524,207498.176346394,-1771786.41608524
195,0,207839.182203247,0,1765789.20161178,207839.182203247,-1765789.20161178
196,0,207189.89348547,0,1760203.50420188,207189.89348547,-1760203.50420188
197,0,208349.416086486,0,1756156.37917099,208349.416086486,-1756156.37917099
198,0,208104.013444502,0,1751821.84157422,208104.013444502,-1751821.84157422
199,0,207140.92269963,0,1746971.50304677,207140.92269963,-1746971.50304677
200,0,207096.629728736,0,1738863.4159463,207096.629728736,-1738863.4159463
201,0,206134.913366338,0,1731540.74259701,206134.913366338,-1731540.74259701
202,0,205258.258227268,0,1728165.44576835,205258.258227268,-1728165.44576835
203,0,204977.204060493,0,1723930.17521517,204977.204060493,-1723930.17521517
204,0,204927.200107686,0,1720056.13307147,204927.200107686,-1720056.13307147
205,0,205765.714934777,0,1714892.97693869,205765.714934777,-1714892.97693869
206,0,205757.993623192,0,1708568.79075068,205757.993623192,-1708568.79075068
207,0,207281.556296337,0,1705324.8865059,207281.556296337,-1705324.8865059
208,0,208390.957736017,0,1701469.55551,208390.957736017,-1701469.55551
209,0,209652.71650826,0,1696666.4787781,209652.71650826,-1696666.4787781
210,0,209406.146889434,0,1693406.25282962,209406.146889434,-1693406.25282962
211,0,209508.672801063,0,1688931.33584475,209508.672801063,-1688931.33584475
212,0,208899.893005293,0,1680751.82540065,208899.893005293,-1680751.82540065
213,0,208118.917783229,0,1673282.18824584,208118.917783229,-1673282.18824584
214,0,207723.395761784,0,1670322.01483735,207723.395761784,-1670322.01483735
215,0,208135.998448972,0,1667455.42736313,208135.998448972,-1667455.42736313
216,0,207221.242009371,0,1662477.50135608,207221.242009371,-1662477.50135608
217,0,207062.767966557,0,1657934.163303,207062.767966557,-1657934.163303
218,0,206577.019457922,0,1651635.2814241,206577.019457922,-1651635.2814241
219,0,208641.384284175,0,1648337.81356824,208641.384284175,-1648337.81356824
220,0,209456.65985828,0,1642772.54485581,209456.65985828,-1642772.54485581
221,0,209160.926141503,0,1637945.66326982,209160.926141503,-1637945.66326982
222,0,208434.666508932,0,1633970.2158143,208434.666508932,-1633970.2158143
223,0,208158.576318838,0,1630173.04691282,208158.576318838,-1630173.04691282
224,0,206135.169821718,0,1620398.19664903,206135.169821718,-1620398.19664903
225,0,205494.606550632,0,1613994.99735198,205494.606550632,-1613994.99735198
226,0,204759.064323749,0,1611098.90237692,204759.064323749,-1611098.90237692
227,0,204476.673034222,0,1606274.34586015,204476.673034222,-1606274.34586015
228,0,203195.048180525,0,1602923.18523414,203195.048180525,-1602923.18523414
229,0,203500.815953083,0,1598483.16080496,203500.815953083,-1598483.16080496
230,0,202963.520892574,0,1593130.97038145,202963.520892574,-1593130.97038145
231,0,202441.302137097,0,1586730.20117571,202441.302137097,-1586730.20117571
232,0,202605.791887976,0,1581830.10360072,202605.791887976,-1581830.10360072
233,0,202943.000702511,0,1575987.20995783,202943.000702511,-1575987.20995783
234,0,202700.118640514,0,1573432.22007292,202700.118640514,-1573432.22007292
235,0,202190.325425084,0,1569094.02818019,202190.325425084,-1569094.02818019
236,0,202190.981432015,0,1561695.52709393,202190.981432015,-1561695.52709393
237,0,201854.135005819,0,1555156.15942101,201854.135005819,-1555156.15942101
238,0,202428.749313167,0,1552469.01440633,202428.749313167,-1552469.01440633
239,0,202093.214073254,0,1549619.0423847,202093.214073254,-1549619.0423847
240,0,202183.807434678,0,1547415.50981779,202183.807434678,-1547415.50981779
241,0,202375.049517438,0,1542551.93931479,202375.049517438,-1542551.93931479
242,0,201770.627355183,0,1536422.68027826,201770.627355183,-1536422.68027826
243,0,200491.511219434,0,1531347.30612027,200491.511219434,-1531347.30612027
244,0,200140.14131109,0,1525340.80559802,200140.14131109,-1525340.80559802
245,0,200698.44364155,0,1522128.97963376,200698.44364155,-1522128.97963376
246,0,199671.072469774,0,1519208.85459807,199671.072469774,-1519208.85459807
247,0,199558.418972757,0,1514992.38111378,199558.418972757,-1514992.38111378
248,0,197605.472467667,0,1506076.55912525,197605.472467667,-1506076.55912525
249,0,197234.616378341,0,1499013.72337578,197234.616378341,-1499013.72337578
250,0,196174.781400416,0,1496391.46941336,196174.781400416,-1496391.46941336
251,0,195928.121393522,0,1490662.92581123,195928.121393522,-1490662.92581123
252,0,195940.785084511,0,1487246.6333628,195940.785084511,-1487246.6333628
253,0,196068.133097216,0,1484409.30227575,196068.133097216,-1484409.30227575
254,0,195136.100365247,0,1478110.28754136,195136.100365247,-1478110.28754136
255,0,196673.12832043,0,1473782.22977092,196673.12832043,-1473782.22977092
256,0,197559.005607328,0,1469890.43321471,197559.005607328,-1469890.43321471
257,0,198459.996292381,0,1466851.71858226,198459.996292381,-1466851.71858226
258,0,197377.255832578,0,1461563.82656283,197377.255832578,-1461563.82656283
259,0,197694.21572363,0,1457801.79314026,197694.21572363,-1457801.79314026
260,0,197241.052570307,0,1449192.73479557,197241.052570307,-1449192.73479557
261,0,194968.826405076,0,1440622.13203375,194968.826405076,-1440622.13203375
262,0,193972.464642224,0,1438372.16057035,193972.464642224,-1438372.16057035
263,0,194702.30048778,0,1436445.71165716,194702.30048778,-1436445.71165716
264,0,194680.647598132,0,1433529.6409158,194680.647598132,-1433529.6409158
265,0,194761.216912616,0,1429348.33267363,194761.216912616,-1429348.33267363
266,0,194887.459148305,0,1424696.70211868,194887.459148305,-1424696.70211868
267,0,192283.085952921,0,1415743.99180957,192283.085952921,-1415743.99180957
268,0,190457.347025049,0,1409715.89294232,190457.347025049,-1409715.89294232
269,0,191950.430130005,0,1407406.035738,191950.430130005,-1407406.035738
270,0,191983.986137905,0,1404724.26449086,191983.986137905,-1404724.26449086
271,0,190536.288083012,0,1400257.23534949,190536.288083012,-1400257.23534949
272,0,190373.684972801,0,1393828.34962617,190373.684972801,-1393828.34962617
273,0,189322.609607689,0,1388625.5337982,189322.609607689,-1388625.5337982
274,0,188609.172518031,0,1387023.05427499,188609.172518031,-1387023.05427499
275,0,188588.88867649,0,1383164.29516417,188588.88867649,-1383164.29516417
276,0,189092.342312559,0,1380587.05881857,189092.342312559,-1380587.05881857
277,0,187642.550164705,0,1375132.50230159,187642.550164705,-1375132.50230159
278,0,187282.199633532,0,1370249.23602208,187282.199633532,-1370249.23602208
279,0,188193.803558702,0,1366251.47082422,188193.803558702,-1366251.47082422
280,0,188664.427072647,0,1360717.47856993,188664.427072647,-1360717.47856993
281,0,181541.947558067,0,1352494.59422316,181541.947558067,-1352494.59422316
282,0,181452.253075225,0,1350159.26608976,181452.253075225,-1350159.26608976
283,0,181284.088136172,0,1345852.20049117,181284.088136172,-1345852.20049117
284,0,179257.491029566,0,1337033.01449131,179257.491029566,-1337033.01449131
285,0,179089.454785854,0,1332281.74506196,179089.454785854,-1332281.74506196
286,0,179379.454238443,0,1329429.0319661,179379.454238443,-1329429.0319661
287,0,179567.580571278,0,1326637.39441295,179567.580571278,-1326637.39441295
288,0,179798.42463475,0,1323481.54822722,179798.42463475,-1323481.54822722
289,0,179094.580700456,0,1319527.15126321,179094.580700456,-1319527.15126321
290,0,178298.907923817,0,1313835.29570479,178298.907923817,-1313835.29570479
291,0,177913.701768977,0,1309565.83096669,177913.701768977,-1309565.83096669
292,0,177583.911366491,0,1304115.13619139,177583.911366491,-1304115.13619139
293,0,176140.852710203,0,1299671.62602282,176140.852710203,-1299671.62602282
294,0,174275.324958432,0,1293417.04658659,174275.324958432,-1293417.04658659
295,0,172661.420134288,0,1287111.43118621,172661.420134288,-1287111.43118621
296,0,172159.889265531,0,1280166.39214837,172159.889265531,-1280166.39214837
297,0,172070.460699598,0,1275247.8633676,172070.460699598,-1275247.8633676
298,0,172079.859194516,0,1272278.51071222,172079.859194516,-1272278.51071222
299,0,172765.079223479,0,1270786.66021994,172765.079223479,-1270786.66021994
300,0,172582.306548777,0,1268685.66587037,172582.306548777,-1268685.66587037
301,0,173014.474857192,0,1264714.90828535,173014.474857192,-1264714.90828535
302,0,171644.19636091,0,1258408.00814825,171644.19636091,-1258408.00814825
303,0,172185.038654475,0,1255620.49776108,172185.038654475,-1255620.49776108
304,0,171797.204477651,0,1250739.25137064,171797.204477651,-1250739.25137064
305,0,171667.176517167,0,1247926.81993446,171667.176517167,-1247926.81993446
306,0,171371.775203935,0,1245882.69355592,171371.775203935,-1245882.69355592
307,0,170446.162628677,0,1241570.88712442,170446.162628677,-1241570.88712442
308,0,170040.307297251,0,1234374.96129926,170040.307297251,-1234374.96129926
309,0,169341.112056887,0,1229023.67828095,169341.112056887,-1229023.67828095
310,0,168420.071302641,0,1226833.63674891,168420.071302641,-1226833.63674891
311,0,168350.537606294,0,1224422.25423283,168350.537606294,-1224422.25423283
312,0,167506.310064443,0,1220669.89143249,167506.310064443,-1220669.89143249
313,0,166035.588669138,0,1216072.48865077,166035.588669138,-1216072.48865077
314,0,165599.80806134,0,1211100.43331308,165599.80806134,-1211100.43331308
315,0,164986.61957741,0,1207055.28065346,164986.61957741,-1207055.28065346
316,0,164812.409873873,0,1202133.3212503,164812.409873873,-1202133.3212503
317,0,163944.497602092,0,1198510.54590295,163944.497602092,-1198510.54590295
318,0,163624.299765378,0,1196592.83283474,163624.299765378,-1196592.83283474
319,0,162575.827044487,0,1191928.13835936,162575.827044487,-1191928.13835936
320,0,162318.417911542,0,1185241.3354183,162318.417911542,-1185241.3354183
321,0,160872.214195545,0,1179240.86545902,160872.214195545,-1179240.86545902
322,0,160678.760893337,0,1176348.29789706,160678.760893337,-1176348.29789706
323,0,160788.161384951,0,1173592.60550767,160788.161384951,-1173592.60550767
324,0,161047.752832798,0,1171014.32784018,161047.752832798,-1171014.32784018
325,0,161381.398740733,0,1167643.15267661,161381.398740733,-1167643.15267661
326,0,160559.759713345,0,1161589.74718145,160559.759713345,-1161589.74718145
327,0,161203.90478219,0,1157398.83293971,161203.90478219,-1157398.83293971
328,0,160423.78839668,0,1152581.55869355,160423.78839668,-1152581.55869355
329,0,160211.146922052,0,1148738.84074146,160211.146922052,-1148738.84074146
330,0,159513.790761729,0,1142316.4879658,159513.790761729,-1142316.4879658
331,0,158300.535137494,0,1137540.7908818,158300.535137494,-1137540.7908818
332,0,155132.312960265,0,1129478.80812949,155132.312960265,-1129478.80812949
333,0,154512.538477055,0,1124836.81518153,154512.538477055,-1124836.81518153
334,0,154319.722274611,0,1121681.28338562,154319.722274611,-1121681.28338562
335,0,155322.822992052,0,1119970.0562177,155322.822992052,-1119970.0562177
336,0,155539.43265801,0,1117005.65828089,155539.43265801,-1117005.65828089
337,0,155693.361130483,0,1113178.63813797,155693.361130483,-1113178.63813797
338,0,155245.082295854,0,1108238.37827283,155245.082295854,-1108238.37827283
339,0,153712.326831465,0,1102235.60034389,153712.326831465,-1102235.60034389
340,0,154307.328034988,0,1097390.1474105,154307.328034988,-1097390.1474105
341,0,153144.302028937,0,1093553.2743078,153144.302028937,-1093553.2743078
342,0,152387.290359333,0,1090809.3876929,152387.290359333,-1090809.3876929
343,0,150652.569615565,0,1086121.15213842,150652.569615565,-1086121.15213842
344,0,149941.157005303,0,1080252.84211558,149941.157005303,-1080252.84211558
345,0,149279.442274037,0,1075902.23530604,149279.442274037,-1075902.23530604
346,0,149265.38895189,0,1073092.45488758,149265.38895189,-1073092.45488758
347,0,149337.989935931,0,1070644.0759249,149337.989935931,-1070644.0759249
348,0,148445.685964996,0,1068060.51676263,148445.685964996,-1068060.51676263
349,0,146851.830894468,0,1059723.31976129,146851.830894468,-1059723.31976129
350,0,145808.75419688,0,1054494.98251149,145808.75419688,-1054494.98251149
351,0,145374.812128964,0,1050534.99091993,145374.812128964,-1050534.99091993
352,0,144959.574504061,0,1045841.15492975,144959.574504061,-1045841.15492975
353,0,145068.194225718,0,1042531.81549182,145068.194225718,-1042531.81549182
354,0,145108.216320933,0,1038802.3632465,145108.216320933,-1038802.3632465
355,0,144559.082500961,0,1034556.17828635,144559.082500961,-1034556.17828635
356,0,144110.503049125,0,1027188.26292575,144110.503049125,-1027188.26292575
357,0,143187.089375492,0,1021657.21123447,143187.089375492,-1021657.21123447
358,0,143098.275727823,0,1019667.67883672,143098.275727823,-1019667.67883672
359,0,142827.128263105,0,1017129.72371342,142827.128263105,-1017129.72371342
360,0,142037.031879315,0,1013497.83300053,142037.031879315,-1013497.83300053
361,0,141287.596232435,0,1009634.54973631,141287.596232435,-1009634.54973631
362,0,141278.321425464,0,1005535.10077911,141278.321425464,-1005535.10077911
363,0,141699.342069838,0,1002391.76475978,141699.342069838,-1002391.76475978
364,0,141891.148583587,0,997558.561554542,141891.148583587,-997558.561554542
365,0,141226.537318428,0,994676.572161585,141226.537318428,-994676.572161585
366,0,139430.977679839,0,990125.503588706,139430.977679839,-990125.503588706
367,0,137676.940979764,0,984106.757993108,137676.940979764,-984106.757993108
368,0,136417.169006817,0,977892.920057003,136417.169006817,-977892.920057003
369,0,135407.275500257,0,973387.491894541,135407.275500257,-973387.491894541
370,0,134482.264906996,0,971013.458882043,134482.264906996,-971013.458882043
371,0,133880.301561614,0,967980.664666858,133880.301561614,-967980.664666858
372,0,132784.392782483,0,964802.822575137,132784.392782483,-964802.822575137
373,0,132160.381576199,0,959557.934475161,132160.381576199,-959557.934475161
374,0,130922.645051036,0,954732.062441831,130922.645051036,-954732.062441831
375,0,130567.245271207,0,948906.202253074,130567.245271207,-948906.202253074
